test
Iter,alpha,theta,kappa,log(sigma_z),log(lambda),mu_x,log(sigma_x),log(mu_z)
261,0.083015606,0.020175364,-0.029382324,-2.1281307,-4.7606974,-3.0249581,0.7933255,0.5325189
262,0.08307937,0.02031877,-0.029383529,-2.1360238,-4.7564964,-3.0200617,0.798214,0.52869153
263,0.08314285,0.02026219,-0.029300483,-2.1428201,-4.7690187,-3.0192146,0.80218434,0.5071745
264,0.08308036,0.020490792,-0.029230118,-2.1391501,-4.775896,-3.0110996,0.78951126,0.5007865
265,0.0830265,0.020291878,-0.02934213,-2.145351,-4.785727,-3.0056486,0.7922038,0.48523307
266,0.08305861,0.020250708,-0.029371217,-2.1401823,-4.7997727,-3.0163631,0.79014564,0.46259788
267,0.08316723,0.02018969,-0.029346045,-2.1355076,-4.8242826,-3.0245645,0.7988042,0.44953308
268,0.08321431,0.02008054,-0.029303197,-2.1389196,-4.8081093,-3.0258982,0.7950969,0.4529518
269,0.08321368,0.019928887,-0.029274505,-2.130378,-4.8067913,-3.0230224,0.77239066,0.455713
270,0.08339261,0.019957453,-0.029259607,-2.1251051,-4.7973,-3.029228,0.7701103,0.46501857
271,0.083291575,0.020054901,-0.029031642,-2.1313307,-4.7938557,-3.017589,0.7693434,0.4658648
272,0.08338194,0.019937688,-0.029128797,-2.1288457,-4.7990823,-3.016965,0.74357456,0.4731191
273,0.08345265,0.019967413,-0.029149642,-2.1206918,-4.7942743,-3.0078127,0.73109174,0.4711456
274,0.08364704,0.019966107,-0.029186096,-2.1276133,-4.7986965,-3.0084965,0.7163819,0.469586
275,0.083614744,0.019882897,-0.029338207,-2.118405,-4.8099084,-3.0217326,0.7251701,0.47109836
276,0.083560355,0.01982467,-0.029187612,-2.121731,-4.7952595,-3.0217037,0.73899686,0.4772689
277,0.08356105,0.01972367,-0.02918287,-2.1257582,-4.78879,-3.015312,0.7165734,0.47277233
278,0.08360118,0.019972326,-0.029279223,-2.1165373,-4.789663,-3.0213902,0.71480715,0.45585477
279,0.083548866,0.019974299,-0.029381944,-2.136536,-4.7859306,-3.0203128,0.71648467,0.45399827
280,0.08356676,0.020011278,-0.029428974,-2.1461036,-4.7849417,-3.0283573,0.730996,0.459786
281,0.083475225,0.01997872,-0.029437464,-2.1599317,-4.7922235,-3.0412078,0.7288476,0.46360537
282,0.083487436,0.019864786,-0.029413901,-2.1454592,-4.785629,-3.0419877,0.7211827,0.4534513
283,0.0833775,0.019873334,-0.029363558,-2.161079,-4.783559,-3.0469117,0.7261245,0.44886398
284,0.08330551,0.019729912,-0.029286543,-2.156682,-4.78308,-3.0575047,0.7308908,0.4459955
285,0.0830209,0.01967723,-0.029253373,-2.161238,-4.765918,-3.0591526,0.73564744,0.45869797
286,0.082981475,0.019748166,-0.029296787,-2.1551907,-4.784117,-3.0605702,0.7257267,0.46113363
287,0.08290423,0.019787768,-0.029269615,-2.1642206,-4.796028,-3.05566,0.7308812,0.46516272
288,0.08283412,0.01993329,-0.029350318,-2.160128,-4.785862,-3.0555809,0.7446622,0.4758345
289,0.08293957,0.020021813,-0.029313955,-2.1664822,-4.784585,-3.051688,0.75221175,0.47402492
290,0.08290383,0.020081567,-0.0291854,-2.161607,-4.7721634,-3.0662649,0.755643,0.47624722
291,0.08286911,0.020006455,-0.029234992,-2.1565537,-4.7648063,-3.0671155,0.76239544,0.48032784
292,0.082946874,0.020103157,-0.02932697,-2.1613448,-4.758532,-3.058867,0.77422035,0.48085997
293,0.08302295,0.020144906,-0.029215248,-2.1573343,-4.774946,-3.0510917,0.760352,0.4768131
294,0.082863286,0.020185886,-0.029279526,-2.1681094,-4.7918634,-3.0462835,0.7472067,0.49053416
295,0.08278413,0.020329978,-0.029327182,-2.175588,-4.797759,-3.0435562,0.7405997,0.47894886
296,0.08259699,0.020260565,-0.029334065,-2.1662676,-4.7999105,-3.0504963,0.74133694,0.5021092
297,0.082690395,0.02013801,-0.029263575,-2.1572921,-4.8005514,-3.0604792,0.72271204,0.50883174
298,0.082937546,0.020000327,-0.02926144,-2.1460364,-4.7894044,-3.0475962,0.72017586,0.5164491
299,0.08284053,0.020055316,-0.029302943,-2.148707,-4.8008103,-3.0519042,0.71250576,0.5216888
300,0.08269885,0.02017161,-0.029179724,-2.1350927,-4.8105984,-3.0532079,0.7139396,0.5212441
301,0.08269285,0.020207947,-0.02908134,-2.1443534,-4.8063984,-3.0504487,0.72995645,0.54296213
302,0.08267528,0.020145599,-0.029101554,-2.1430502,-4.8033543,-3.0589435,0.72439057,0.5284876
303,0.08254421,0.020089943,-0.029024655,-2.1494722,-4.7871304,-3.065361,0.7322965,0.5254199
304,0.08260131,0.020295924,-0.028870018,-2.1407113,-4.7755013,-3.076175,0.72882646,0.52219015
305,0.08267343,0.020282997,-0.028865965,-2.1488905,-4.7711234,-3.0650015,0.7314162,0.53038436
306,0.08287955,0.020338489,-0.028759472,-2.1420248,-4.7843885,-3.095204,0.74132997,0.53174293
307,0.082928434,0.020419972,-0.028999671,-2.143302,-4.7853875,-3.0925524,0.74487096,0.53141534
308,0.08302163,0.020366997,-0.028985703,-2.1325812,-4.7714763,-3.0977786,0.7613729,0.5372543
309,0.082953006,0.020317027,-0.029072654,-2.1226718,-4.7640414,-3.100012,0.762801,0.5435735
310,0.08292247,0.020319324,-0.028984103,-2.1146586,-4.766219,-3.1131818,0.7581595,0.54903466
311,0.08282508,0.02038925,-0.029063864,-2.1294847,-4.748357,-3.12146,0.7432064,0.55333567
312,0.08268062,0.020286553,-0.029130936,-2.1246662,-4.746663,-3.1215222,0.75380075,0.55518484
313,0.08294383,0.02020998,-0.02916967,-2.1316345,-4.7409472,-3.115576,0.74354434,0.5442886
314,0.08295993,0.020212058,-0.029158223,-2.1234567,-4.738228,-3.1295364,0.7379225,0.52955776
315,0.08288676,0.02026261,-0.029044846,-2.1126175,-4.7467914,-3.144207,0.73281205,0.52717113
316,0.0828471,0.020218957,-0.029103111,-2.1027353,-4.741207,-3.1465716,0.7239246,0.53345656
317,0.082939245,0.020066265,-0.029009413,-2.0896165,-4.772775,-3.1342838,0.71949893,0.5320615
318,0.08292491,0.020150976,-0.029032774,-2.0949886,-4.779729,-3.1366675,0.7305203,0.52898157
319,0.08298611,0.020159826,-0.028958308,-2.0963867,-4.7728295,-3.1202128,0.702563,0.53384835
320,0.08303466,0.02003708,-0.02895524,-2.0906336,-4.775556,-3.1023095,0.7037605,0.54843426
321,0.0830904,0.01989835,-0.029017031,-2.1015627,-4.7978387,-3.103231,0.6924843,0.5460708
322,0.08288138,0.019867735,-0.029117437,-2.097493,-4.7970295,-3.1093552,0.70484364,0.5299118
323,0.08272968,0.019696362,-0.02897162,-2.091275,-4.8051457,-3.1070967,0.7014486,0.53150207
324,0.08259255,0.019859694,-0.028968485,-2.0914953,-4.8067217,-3.1087615,0.6972142,0.5411169
325,0.08268464,0.020052433,-0.02901272,-2.1085625,-4.8008814,-3.117417,0.69550586,0.5411899
326,0.08261132,0.020132069,-0.028918022,-2.1012573,-4.8010154,-3.1196012,0.6929918,0.5469274
327,0.082298316,0.020194737,-0.028966257,-2.1022651,-4.815864,-3.1171474,0.6855657,0.56933284
328,0.0824027,0.020314623,-0.029099846,-2.092527,-4.814279,-3.1041937,0.68682516,0.5611265
329,0.08250628,0.0204606,-0.029078964,-2.1050134,-4.798647,-3.099774,0.67527646,0.55057317
330,0.08248213,0.02055486,-0.029138055,-2.1018546,-4.797414,-3.0900373,0.68253535,0.56176144
331,0.08259286,0.020708468,-0.029168677,-2.0889819,-4.7934976,-3.1151047,0.6928607,0.5422878
332,0.082551405,0.020781908,-0.029346067,-2.090977,-4.799293,-3.1010528,0.69814366,0.53230935
333,0.08254565,0.020772615,-0.029439557,-2.084452,-4.795301,-3.0763414,0.68454343,0.5248557
334,0.08261301,0.020712065,-0.02921158,-2.0931334,-4.78713,-3.064161,0.69148725,0.5319539
335,0.082680725,0.020703921,-0.029362788,-2.0794637,-4.773612,-3.0576732,0.6946238,0.53352344
336,0.082706094,0.020653214,-0.02939788,-2.076049,-4.7677855,-3.066388,0.69671917,0.5201969
337,0.08268652,0.02064767,-0.029429236,-2.073413,-4.770322,-3.0611925,0.6933299,0.5241807
338,0.08268769,0.02060108,-0.02924841,-2.0660028,-4.7678847,-3.06292,0.6929087,0.53699625
339,0.082641,0.020549843,-0.029317182,-2.0682814,-4.772757,-3.0646317,0.7019068,0.5116809
340,0.08262936,0.020433724,-0.029363617,-2.0488427,-4.7817893,-3.0561311,0.6963569,0.5329671
341,0.082538635,0.02039632,-0.02955899,-2.045917,-4.775652,-3.0569632,0.70198864,0.5301544
342,0.08245951,0.020213341,-0.029512418,-2.0565145,-4.7806997,-3.0584319,0.70376194,0.5340446
343,0.08229172,0.020250197,-0.029617107,-2.0660207,-4.775327,-3.0637999,0.7002042,0.52734905
344,0.08227243,0.020236688,-0.029449569,-2.0726986,-4.785485,-3.0608432,0.69655585,0.54239196
345,0.08234267,0.020199547,-0.029314402,-2.0864275,-4.7812405,-3.0564585,0.7090663,0.5464219
346,0.08227706,0.020266453,-0.029357247,-2.0981586,-4.77786,-3.047561,0.7162753,0.56061643
347,0.08240603,0.020302856,-0.029091932,-2.1137717,-4.7779574,-3.0389426,0.7295847,0.544228
348,0.08234915,0.020268014,-0.028869133,-2.112255,-4.7839427,-3.048784,0.73583835,0.535994
349,0.082403906,0.020317033,-0.029003922,-2.1061642,-4.800596,-3.0484862,0.72562957,0.53594625
350,0.08235841,0.02022674,-0.029063893,-2.0968707,-4.792194,-3.044475,0.73765737,0.53867704
351,0.08230965,0.020317752,-0.029058293,-2.0854719,-4.784554,-3.0385137,0.75033784,0.5403453
352,0.08217683,0.020240352,-0.028992109,-2.0924406,-4.77425,-3.0497386,0.7413288,0.53230095
353,0.08223782,0.020231562,-0.028967725,-2.1021688,-4.7683473,-3.0670953,0.7534041,0.5281074
354,0.08219208,0.02027132,-0.028778419,-2.1066718,-4.754674,-3.0677655,0.7542325,0.518928
355,0.08222715,0.020250214,-0.028961152,-2.1010456,-4.7471747,-3.063086,0.768113,0.5197707
356,0.08224592,0.020347888,-0.028983697,-2.0967906,-4.7356844,-3.058269,0.77058685,0.50389284
357,0.08223618,0.020411232,-0.028966388,-2.105014,-4.7289715,-3.0548868,0.7573316,0.4971952
358,0.08220485,0.020564454,-0.028897079,-2.099815,-4.7219663,-3.0587273,0.76114494,0.49335495
359,0.08228291,0.020614602,-0.029031392,-2.0996742,-4.7171745,-3.0628786,0.7482275,0.48386958
360,0.082214564,0.020686723,-0.028933797,-2.0854688,-4.719297,-3.0561106,0.74676013,0.48084956
361,0.082315676,0.020622922,-0.029002363,-2.0917363,-4.7068696,-3.0589375,0.74567133,0.4739164
362,0.08219487,0.020644989,-0.02902503,-2.082868,-4.7222557,-3.072553,0.7426656,0.47193116
363,0.08224778,0.020514496,-0.02925328,-2.0901136,-4.7230825,-3.0647767,0.7236048,0.47014946
364,0.08224165,0.020661693,-0.029225009,-2.088899,-4.707629,-3.0627267,0.72161347,0.46525976
365,0.08219881,0.020877331,-0.029280683,-2.1084905,-4.6951165,-3.07126,0.70962673,0.47076792
366,0.08234409,0.020828597,-0.029419616,-2.1110814,-4.698831,-3.052448,0.7082477,0.48094353
367,0.08246229,0.020893529,-0.029536815,-2.122361,-4.693824,-3.0573113,0.70110524,0.4985107
368,0.082271785,0.021037657,-0.029730463,-2.1115746,-4.69268,-3.0791106,0.6986577,0.48242065
369,0.08228124,0.021098796,-0.029638076,-2.106083,-4.690846,-3.0804348,0.68436545,0.48415932
370,0.08225558,0.021072473,-0.02964452,-2.1092994,-4.6896105,-3.0828445,0.665934,0.48380947
371,0.08230507,0.021138774,-0.029603949,-2.0989296,-4.67587,-3.0857842,0.6654379,0.4980904
372,0.08232925,0.021310475,-0.029566841,-2.098896,-4.6689515,-3.0837705,0.6917919,0.5143963
373,0.08243909,0.021192841,-0.029615004,-2.1092997,-4.670408,-3.0981386,0.6895884,0.5232554
374,0.08235135,0.021215191,-0.029587105,-2.127867,-4.668953,-3.093419,0.6955398,0.5236199
375,0.082333356,0.02102863,-0.029658249,-2.1251962,-4.660455,-3.1010938,0.67621624,0.5212495
376,0.08246777,0.020958196,-0.02963824,-2.1272058,-4.6569567,-3.101376,0.66109335,0.5222214
377,0.08244067,0.020965537,-0.02968795,-2.1050005,-4.6638613,-3.0910738,0.6621214,0.545048
378,0.08247976,0.021017717,-0.029707149,-2.126276,-4.6702123,-3.0906014,0.64511836,0.5471282
379,0.082329676,0.021232428,-0.029670266,-2.1175103,-4.6757026,-3.083158,0.64638454,0.53759855
380,0.08231993,0.021220397,-0.029719096,-2.1015096,-4.6780257,-3.0898364,0.65767217,0.55655533
381,0.082258746,0.021043953,-0.029840656,-2.1079714,-4.6910825,-3.1102228,0.6527777,0.551379
382,0.082311325,0.020849613,-0.029683769,-2.1054847,-4.6994176,-3.1078587,0.6684237,0.5590237
383,0.0823061,0.020778175,-0.029795269,-2.0918918,-4.7105618,-3.1124153,0.6745363,0.56472003
384,0.082241856,0.020718252,-0.029955152,-2.0810928,-4.7092466,-3.1222746,0.67836505,0.5620897
385,0.08227124,0.020603355,-0.030061394,-2.0730326,-4.7161384,-3.1154664,0.6682503,0.56631
386,0.082129136,0.020412125,-0.030015266,-2.06388,-4.7094665,-3.1034994,0.65898305,0.581865
387,0.08189127,0.02033938,-0.030050255,-2.0717492,-4.7052226,-3.1140532,0.6650173,0.5964274
388,0.0821336,0.020411562,-0.030102938,-2.0747104,-4.7281456,-3.1178331,0.6589462,0.5945082
389,0.081984624,0.02064995,-0.03008042,-2.0734546,-4.73616,-3.1139555,0.65198123,0.59265697
390,0.082101665,0.020586899,-0.030083077,-2.081711,-4.7410846,-3.1052053,0.6418789,0.5968018
391,0.081910715,0.020574883,-0.030042212,-2.0851624,-4.7394423,-3.1159909,0.6413942,0.60758895
392,0.08215759,0.020797513,-0.029984724,-2.0859582,-4.7209473,-3.115205,0.6365841,0.61610174
393,0.08230561,0.02077628,-0.029968893,-2.0617177,-4.7274456,-3.1162524,0.62730414,0.60984147
394,0.08222268,0.02079562,-0.030035766,-2.0627697,-4.7356496,-3.112743,0.6173625,0.60532886
395,0.08199108,0.02092528,-0.030049577,-2.0693188,-4.7335224,-3.1167984,0.6113008,0.6104425
396,0.08179333,0.02105855,-0.030114818,-2.0896764,-4.7222886,-3.1119673,0.6265243,0.6023603
397,0.081487425,0.02111794,-0.03004144,-2.105311,-4.7146077,-3.097601,0.62424016,0.60335815
398,0.08145766,0.020978792,-0.030030236,-2.117654,-4.70124,-3.0952327,0.61920696,0.6115517
399,0.08148529,0.021150064,-0.02988454,-2.1058784,-4.703494,-3.1081836,0.6270394,0.59235847
400,0.08131099,0.02096858,-0.029864702,-2.098154,-4.6992736,-3.100818,0.6286965,0.5840735
401,0.0813372,0.020788874,-0.029896064,-2.1022274,-4.694277,-3.086919,0.63040936,0.6022352
402,0.08142221,0.020688545,-0.029953813,-2.100035,-4.695928,-3.0890431,0.6361218,0.60167074
403,0.08158472,0.020614723,-0.030012826,-2.111245,-4.704191,-3.089705,0.63270694,0.5972339
404,0.081582025,0.020521328,-0.030049397,-2.1023457,-4.7166553,-3.0784457,0.6157528,0.6102526
405,0.08156585,0.020807205,-0.0299855,-2.0814543,-4.735002,-3.0737617,0.607605,0.61079305
406,0.08151027,0.020835096,-0.030133175,-2.085542,-4.7290926,-3.0530162,0.607288,0.6220385
407,0.08160435,0.020792538,-0.030235229,-2.0775285,-4.7193704,-3.05231,0.60283977,0.61518466
408,0.081771076,0.020872956,-0.030247841,-2.080844,-4.7189445,-3.0698833,0.6006125,0.6242659
409,0.08182436,0.020860873,-0.0303763,-2.0841436,-4.7179127,-3.0658956,0.60959494,0.63289344
410,0.0818593,0.02081669,-0.030426396,-2.0670104,-4.7358932,-3.0596473,0.59896463,0.63451844
411,0.08191941,0.020708105,-0.030405264,-2.039912,-4.7350416,-3.0436945,0.59702235,0.630913
412,0.08192281,0.02076904,-0.030236825,-2.0429447,-4.7468796,-3.0265007,0.6009829,0.6359728
413,0.08185268,0.020710986,-0.030230837,-2.0537019,-4.7491393,-3.0357769,0.5894101,0.6392891
414,0.08193768,0.020746669,-0.030336272,-2.0357106,-4.7556663,-3.0358067,0.5891419,0.6487478
415,0.082048625,0.020659016,-0.030421,-2.0342743,-4.7448835,-3.0431967,0.58090675,0.65237546
416,0.08186516,0.020793928,-0.030403761,-2.0351198,-4.7429824,-3.0633917,0.5807296,0.6554733
417,0.081901185,0.020907383,-0.0303709,-2.0350354,-4.7519593,-3.0569825,0.5951615,0.65146434
418,0.08177106,0.021027546,-0.03040919,-2.0498214,-4.7519984,-3.0534484,0.59519625,0.64946383
419,0.08167114,0.02094399,-0.030363355,-2.0288312,-4.7486343,-3.0424418,0.5828208,0.6567822
420,0.08151757,0.020867722,-0.03042946,-2.0138383,-4.7613273,-3.0344815,0.5642212,0.6332461
421,0.08151385,0.020940267,-0.030295674,-2.0089352,-4.745199,-3.0349061,0.56151307,0.64500564
422,0.08156035,0.02098689,-0.030397452,-2.023628,-4.7349033,-3.033757,0.5540367,0.6578405
423,0.08158474,0.021111915,-0.030352809,-2.0126395,-4.727626,-3.0387907,0.5281782,0.6520978
424,0.08153006,0.021036878,-0.030333987,-2.0165622,-4.7380304,-3.0278106,0.5167437,0.63643867
425,0.08153531,0.020995026,-0.030412666,-2.0226893,-4.7271776,-3.0121374,0.5072926,0.6337103
426,0.08159339,0.020820078,-0.0303323,-2.0253448,-4.717861,-3.011805,0.49656904,0.6378898
427,0.0815085,0.02075842,-0.030373147,-2.0256069,-4.7142215,-3.0169413,0.49688327,0.63703644
428,0.08132292,0.02076671,-0.030444074,-2.0274277,-4.705786,-3.0119457,0.5069008,0.653367
429,0.08129903,0.020776445,-0.030598452,-2.0235095,-4.698934,-3.024054,0.49146447,0.64757496
430,0.081135206,0.020777646,-0.030441599,-2.0334537,-4.706022,-3.0297017,0.49913105,0.6395163
431,0.08130269,0.02069717,-0.030417083,-2.0317938,-4.7055287,-3.0154061,0.50705194,0.61376005
432,0.081171915,0.020777501,-0.03053803,-2.0386984,-4.691416,-3.0167654,0.51822037,0.5956737
433,0.081292406,0.020718697,-0.03066582,-2.0395703,-4.691363,-3.017124,0.52928865,0.6011502
434,0.08143777,0.020926606,-0.030765276,-2.0356393,-4.696215,-3.0248172,0.5319571,0.60618395
435,0.081439935,0.02092728,-0.030594343,-2.031208,-4.6915507,-3.0317743,0.54689366,0.60444635
436,0.08142706,0.021084538,-0.030596294,-2.00925,-4.6928015,-3.0465145,0.5571576,0.5811076
437,0.08146685,0.021066176,-0.030564545,-1.990203,-4.676824,-3.0355115,0.57601863,0.56808704
438,0.081466846,0.021094684,-0.030724412,-1.9745246,-4.6670456,-3.038923,0.5760849,0.5665437
439,0.08148193,0.021088148,-0.030836951,-1.9532907,-4.692329,-3.0429304,0.56979156,0.5646878
440,0.08163618,0.02128657,-0.030706383,-1.9574692,-4.6909184,-3.0354428,0.58164626,0.56640285
441,0.081516534,0.021372022,-0.030806635,-1.9509212,-4.695671,-3.0403283,0.59356874,0.5619603
442,0.08165848,0.021262921,-0.030808158,-1.9625347,-4.708974,-3.0539799,0.5918196,0.5731272
443,0.08162266,0.021512302,-0.030629642,-1.9620858,-4.7221985,-3.0520952,0.5945833,0.5708751
444,0.081704974,0.021599324,-0.030693097,-1.9692156,-4.708683,-3.039357,0.5962452,0.5680388
445,0.081751145,0.021485215,-0.030660849,-1.9734836,-4.691824,-3.0358336,0.60074484,0.57664657
446,0.08169112,0.021281153,-0.030531315,-1.9727703,-4.6788445,-3.0321734,0.5957864,0.5704723
447,0.08162121,0.021045433,-0.030565226,-1.9872088,-4.6831017,-3.016286,0.5993672,0.5624286
448,0.081457146,0.020832842,-0.030484095,-1.9832656,-4.68611,-3.0162416,0.57404697,0.5545149
449,0.08144211,0.020692237,-0.030403936,-1.9814684,-4.6809535,-3.0269349,0.59933025,0.55508435
450,0.08162896,0.02066605,-0.030532958,-1.9811324,-4.6725464,-3.020333,0.5847219,0.5679534
451,0.08164306,0.020822529,-0.030609453,-1.9991487,-4.676462,-3.01777,0.57320917,0.55341184
452,0.081686005,0.020713788,-0.03062074,-1.9942362,-4.6969995,-3.0049667,0.5753123,0.5392444
453,0.08172595,0.02049017,-0.030432241,-1.9976634,-4.705967,-3.0031867,0.5794877,0.5489768
454,0.08155997,0.020543989,-0.030358093,-1.9972284,-4.7137585,-3.0042305,0.58377004,0.5462435
455,0.081654675,0.020387685,-0.03035778,-1.9833609,-4.696319,-3.0169964,0.5937641,0.538322
456,0.08188511,0.0202642,-0.030248448,-1.985051,-4.704814,-3.020884,0.59242934,0.5465489
457,0.08173837,0.020116333,-0.03015411,-1.9799304,-4.6994977,-3.0220132,0.5881523,0.5367548
458,0.08167231,0.020065561,-0.03032301,-1.9779651,-4.6885695,-3.0242043,0.5607693,0.54319066
459,0.08168297,0.02008806,-0.030391889,-1.9744692,-4.6777306,-3.019158,0.55375874,0.5244196
460,0.081506,0.019927463,-0.030591136,-1.9548519,-4.676835,-3.0225773,0.54531413,0.5294156
461,0.08148179,0.019776927,-0.03057057,-1.9580889,-4.6695533,-3.0243013,0.5530346,0.54341483
462,0.081281535,0.019831786,-0.030676216,-1.9783493,-4.67199,-3.0445232,0.56812733,0.54893064
463,0.08120877,0.019817105,-0.030661857,-1.9634521,-4.685166,-3.052428,0.5860653,0.55129135
464,0.08121079,0.019843288,-0.030745381,-1.9764848,-4.684302,-3.0495434,0.5925492,0.54628533
465,0.081220604,0.019673556,-0.030677035,-1.9719948,-4.6884203,-3.0596683,0.59279966,0.53530806
466,0.08108868,0.019430533,-0.030469116,-1.9706783,-4.69532,-3.0692275,0.5968906,0.52296513
467,0.08106662,0.019369138,-0.030533921,-1.960889,-4.6903715,-3.0918136,0.5948181,0.5276209
468,0.081006676,0.019398415,-0.030569674,-1.9494967,-4.712369,-3.0960145,0.5964305,0.5336892
469,0.08117668,0.019356012,-0.030601904,-1.9613384,-4.7182946,-3.1000946,0.6210245,0.5379814
470,0.08121248,0.019231826,-0.030665437,-1.9661173,-4.7321987,-3.1225266,0.6241964,0.5373958
471,0.0811933,0.019200739,-0.030673001,-1.9487764,-4.742643,-3.114838,0.606739,0.5383124
472,0.08110504,0.019212052,-0.030679876,-1.9595782,-4.7425365,-3.09824,0.5913231,0.5448533
473,0.08116745,0.019236818,-0.03067926,-1.9618366,-4.7444596,-3.0996716,0.57811916,0.5638956
474,0.0810999,0.01919205,-0.03069171,-1.9741476,-4.7432637,-3.1133795,0.58783895,0.56957877
475,0.08111362,0.019361539,-0.030671155,-1.9854409,-4.731015,-3.1333349,0.6007136,0.56945306
476,0.08124435,0.019265598,-0.030878255,-1.9788668,-4.7142916,-3.1227052,0.59933734,0.5772945
477,0.08143924,0.019140072,-0.030760711,-1.976491,-4.7053022,-3.1352394,0.5926519,0.57894033
478,0.0814477,0.019138947,-0.030708468,-1.9780973,-4.6894217,-3.1295705,0.5752474,0.5886672
479,0.08148708,0.019105013,-0.030673003,-1.9786042,-4.712721,-3.1466856,0.56000286,0.5843474
480,0.08143944,0.019079762,-0.03064436,-1.9717264,-4.7016406,-3.163466,0.55710614,0.56591654
481,0.08163468,0.019014847,-0.030667635,-1.972906,-4.7094884,-3.1487906,0.5599982,0.57697445
482,0.081604116,0.019083038,-0.030681346,-1.951456,-4.7072515,-3.1421373,0.5452618,0.5835181
483,0.08153121,0.019100033,-0.030835716,-1.9380016,-4.6948376,-3.1542606,0.5565906,0.58753574
